event_id,meter_id,consumer_no,substation,feeder_id,zone,phase,voltage_v,current_a,frequency_hz,power_kw,power_factor,temperature_c,event_type,is_anomaly,severity,event_ts,batch_id
60d794c5-7bc2-4d8b-9e8e-03ff728a648b,TPC8546440,CON840405,SS_016,FDR_01,Nashik,RYB,397.2,39.62,49.991,25.785,0.946,46.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
c0bd685a-8007-46f7-8404-0ca8ef9d5bc6,TPC7864935,CON953405,SS_013,FDR_10,Lonavala,B,231.54,57.42,49.961,12.019,0.904,39.4,NORMAL,False,NORMAL,5/20/2026 4:52,5
e5ebce48-97e7-4730-a666-f3a0c4731985,TPC6515970,CON968495,SS_007,FDR_10,Nashik,R,239.37,54.28,49.882,11.343,0.873,48.1,NORMAL,False,NORMAL,5/20/2026 4:52,5
4a821f3b-69d3-47fa-9636-550c520663a4,TPC5514659,CON311922,SS_015,FDR_07,Pune,RYB,403.99,68.5,49.941,45.343,0.946,59.2,NORMAL,False,NORMAL,5/20/2026 4:52,5
f14b7499-2a8b-4203-8b48-3573bd94b1c6,TPC5942414,CON806957,SS_013,FDR_09,Nashik,RYB,396.51,35.86,50.017,23.298,0.946,54.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
39dfca8f-4f66-41f3-a150-91a1f210c549,TPC6412294,CON346672,SS_014,FDR_06,Mumbai_North,Y,238.39,31.01,49.937,7.237,0.979,57.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
bd9ea00f-1982-4845-83fe-bcb544ba0507,TPC7553167,CON448397,SS_010,FDR_02,Mumbai_South,Y,235.78,69.31,49.941,15.541,0.951,48.2,NORMAL,False,NORMAL,5/20/2026 4:52,5
f98aa689-5903-4ae8-9067-240ddca69e89,TPC6796788,CON807139,SS_001,FDR_04,Mumbai_North,B,232.58,69.45,50.007,15.394,0.953,32.1,NORMAL,False,NORMAL,5/20/2026 4:52,5
583ada95-83bd-4b29-b194-0a08dfd7026d,TPC9571835,CON995268,SS_005,FDR_02,Mumbai_South,R,229.7,10.38,50.083,2.234,0.937,56.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
34e8e235-b411-449e-95df-d385b39e7bf0,TPC9074907,CON959922,SS_012,FDR_10,Mumbai_North,R,227.85,29.62,50.071,5.899,0.874,51.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
62fa918e-558e-4922-84ec-665a009fa8ac,TPC2222893,CON297022,SS_019,FDR_05,Mumbai_North,RYB,0.0,0.0,0.0,0.0,0.0,42.4,OUTAGE,True,CRITICAL,5/20/2026 4:52,5
92a15395-9ce4-4606-bb91-e90da1e7b6f2,TPC3473431,CON461152,SS_001,FDR_02,Pune,B,227.18,61.63,50.007,13.035,0.931,51.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
2a2e09ca-5777-4bb9-859c-0e99b3a60bbd,TPC1789833,CON147129,SS_006,FDR_09,Pune,Y,232.09,30.66,49.923,6.767,0.951,37.2,NORMAL,False,NORMAL,5/20/2026 4:52,5
510877a2-45d1-4105-b7fa-1ae7144d3ded,TPC7487215,CON121497,SS_005,FDR_04,Pune,R,225.94,79.49,49.875,16.667,0.928,56.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
ebd87ff2-daeb-4f9e-be8e-da358f189d35,TPC6038722,CON127818,SS_012,FDR_04,Nashik,B,220.13,12.93,50.146,2.707,0.951,51.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
95c717a7-628c-4cc8-811e-047df6505cd9,TPC8114634,CON435707,SS_017,FDR_01,Mumbai_North,B,231.13,4.09,49.881,0.895,0.947,37.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
2e46de38-0e8b-4e7b-a509-7ddf4cd5cda7,TPC8286336,CON364404,SS_002,FDR_02,Mumbai_South,R,221.0,79.39,49.992,16.633,0.948,43.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
144bd11e-f8f1-40da-beb0-60371b068894,TPC2963168,CON186382,SS_020,FDR_01,Mumbai_South,R,220.55,9.31,49.92,1.981,0.965,38.6,NORMAL,False,NORMAL,5/20/2026 4:52,5
e5b4d24b-ec43-4db1-bf58-bc7bd9b3b121,TPC8429569,CON614005,SS_019,FDR_05,Lonavala,RYB,408.21,10.38,49.88,6.583,0.897,50.4,NORMAL,False,NORMAL,5/20/2026 4:52,5
3107d768-9586-4cf5-a4e4-a45411de0003,TPC2663816,CON175960,SS_005,FDR_04,Nashik,RYB,411.19,64.87,50.01,43.613,0.944,54.2,NORMAL,False,NORMAL,5/20/2026 4:52,5
95794c36-ad97-46bd-88fe-e26e536100cb,TPC2482820,CON558914,SS_014,FDR_10,Mumbai_North,R,226.61,38.93,50.025,8.231,0.933,57.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
874b95f5-dcc8-46f8-bd74-29ddc9595933,TPC2853357,CON920170,SS_019,FDR_10,Mumbai_South,R,223.48,44.0,50.053,9.115,0.927,41.2,NORMAL,False,NORMAL,5/20/2026 4:52,5
a603400d-f78c-41d9-8787-c45367bf8b65,TPC9210089,CON879142,SS_018,FDR_06,Lonavala,Y,221.76,31.63,50.149,6.699,0.955,51.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
42de6aab-564e-4fe7-8e18-ceddb6670a5b,TPC7845772,CON932914,SS_002,FDR_04,Lonavala,RYB,410.88,37.05,50.075,23.124,0.877,39.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
db7cb781-a2f0-49fb-976f-2c411ecba0cb,TPC7025404,CON766469,SS_013,FDR_07,Nashik,B,230.35,47.9,50.078,9.644,0.874,50.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
ef31024d-ca1c-4962-acf3-8582156d2b7b,TPC2273626,CON612908,SS_007,FDR_10,Nashik,Y,220.75,31.88,50.12,6.158,0.875,32.1,NORMAL,False,NORMAL,5/20/2026 4:52,5
77b1de23-1136-459d-98ca-df1cae95d398,TPC6520945,CON527072,SS_004,FDR_03,Pune,B,220.67,56.52,50.047,11.175,0.896,58.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
231d6263-3349-4e48-bf9e-b4109673e99a,TPC9180542,CON287767,SS_003,FDR_03,Mumbai_North,B,0.0,0.0,0.0,0.0,0.0,37.3,OUTAGE,True,CRITICAL,5/20/2026 4:52,5
012641c8-06c7-4071-9e57-666d6dd103de,TPC7641456,CON506635,SS_007,FDR_04,Mumbai_North,R,221.37,68.47,49.93,14.111,0.931,45.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
79070b7e-09d2-4af5-b4ff-376648d1b1d3,TPC1883519,CON859551,SS_008,FDR_10,Mumbai_North,R,235.62,37.1,50.08,7.719,0.883,37.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
783be83f-76c4-4510-a5c9-eb10968f2bb6,TPC4759174,CON633536,SS_014,FDR_09,Lonavala,R,236.11,46.03,49.995,9.575,0.881,51.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
fba7894c-ae23-41c7-8fca-182e87af538f,TPC7522055,CON997454,SS_019,FDR_03,Mumbai_South,Y,221.81,9.58,49.905,1.859,0.875,52.1,NORMAL,False,NORMAL,5/20/2026 4:52,5
c72c8d12-b507-46d3-aae3-c9ab732b0616,TPC4579076,CON728332,SS_016,FDR_03,Lonavala,RYB,405.26,43.52,49.981,28.562,0.935,34.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
db0ec7b8-17bf-4ade-bafe-639749216c1f,TPC3422517,CON924339,SS_008,FDR_02,Mumbai_North,RYB,397.25,7.45,49.95,4.87,0.95,41.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
00b2f8c5-bfad-49d7-8b41-d8fb35d42221,TPC4877945,CON959520,SS_009,FDR_10,Nashik,B,234.1,60.55,49.958,12.956,0.914,54.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
fad6bc16-ab60-423f-8be3-2c52c7c3b307,TPC2639155,CON257680,SS_018,FDR_08,Mumbai_South,R,228.73,47.41,50.0,9.651,0.89,43.6,NORMAL,False,NORMAL,5/20/2026 4:52,5
35cfadf0-f7e4-4c98-b0f0-74b06de016e3,TPC7081210,CON360465,SS_018,FDR_02,Pune,B,237.04,10.74,50.077,2.245,0.882,52.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
55f08df8-ffbf-4c99-9109-6b5bc6632e88,TPC1302870,CON846579,SS_003,FDR_05,Pune,R,235.07,15.18,50.052,3.201,0.897,53.7,NORMAL,False,NORMAL,5/20/2026 4:52,5
a342804b-ca1f-446a-8ac4-55894cc0b3f6,TPC9620412,CON648462,SS_015,FDR_07,Mumbai_South,R,229.18,62.36,50.023,12.805,0.896,44.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
1fd48893-fb71-4c2f-ab64-c4fadb9c22e4,TPC2031531,CON256988,SS_017,FDR_04,Pune,Y,227.43,79.07,50.038,17.246,0.959,54.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
37a7a3fb-2f11-401d-a391-c0007dee86a6,TPC9976258,CON162002,SS_020,FDR_07,Lonavala,R,222.4,35.82,50.008,7.09,0.89,52.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
53a62a32-0566-443c-8ca1-49d512d79844,TPC8237053,CON819568,SS_015,FDR_02,Mumbai_South,R,229.93,44.27,50.108,8.998,0.884,40.7,NORMAL,False,NORMAL,5/20/2026 4:52,5
5cc29419-0be2-4c7f-8e27-f79446e46051,TPC7980379,CON534341,SS_020,FDR_05,Nashik,B,227.09,46.04,50.083,9.242,0.884,56.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
3f69f3a8-576b-4f85-9129-717b5bc1ec4b,TPC9590059,CON244870,SS_003,FDR_08,Lonavala,B,223.2,11.43,50.133,2.248,0.881,59.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
d9661190-af39-44fa-b025-70338581978e,TPC2999309,CON446053,SS_010,FDR_10,Nashik,B,237.7,66.77,50.133,14.935,0.941,39.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
ac1a4fd0-69b5-41fb-8d63-d7185cc8e60b,TPC1133254,CON999642,SS_007,FDR_04,Nashik,RYB,406.12,60.91,50.043,40.403,0.943,40.3,NORMAL,False,NORMAL,5/20/2026 4:52,5
95897362-eb37-418c-971c-0c50a74889d8,TPC1144558,CON967066,SS_007,FDR_05,Nashik,R,234.28,51.44,50.056,11.292,0.937,35.2,NORMAL,False,NORMAL,5/20/2026 4:52,5
e2519b03-136f-48a7-a153-e9510cf64c05,TPC9999971,CON683365,SS_016,FDR_04,Mumbai_South,Y,226.67,9.67,50.054,1.997,0.911,56.3,NORMAL,False,NORMAL,5/20/2026 4:52,5
d30a3a7a-d7a7-45c0-b190-4fbbca0ed405,TPC7538374,CON721728,SS_009,FDR_06,Nashik,Y,237.02,27.5,50.132,6.375,0.978,51.2,NORMAL,False,NORMAL,5/20/2026 4:52,5
7fcafbcf-8a26-499f-8e19-8600dead6dc6,TPC9089500,CON625904,SS_019,FDR_02,Pune,B,228.33,77.34,50.063,16.441,0.931,55.7,NORMAL,False,NORMAL,5/20/2026 4:52,5
b1cca32e-76a0-4c01-b6a4-d7096e180f7c,TPC7838027,CON983545,SS_008,FDR_07,Pune,R,232.15,8.61,49.922,1.741,0.871,57.4,NORMAL,False,NORMAL,5/20/2026 4:52,5
36598c98-890a-481d-a608-c3d550b4118e,TPC8159327,CON366225,SS_020,FDR_10,Nashik,RYB,395.59,58.32,50.119,37.922,0.949,41.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
233643e1-55ff-41bc-9c1b-6377e21f64e1,TPC1997631,CON923259,SS_011,FDR_05,Pune,B,231.75,43.15,49.993,8.7,0.87,50.4,NORMAL,False,NORMAL,5/20/2026 4:52,5
84026523-7d28-4799-a327-660850828c35,TPC4105515,CON650743,SS_006,FDR_03,Mumbai_South,R,230.17,55.78,50.032,11.812,0.92,40.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
15c2258c-8bfa-47cc-a468-26e82b4d3d84,TPC7439028,CON950725,SS_006,FDR_03,Mumbai_North,R,234.39,12.79,49.946,2.911,0.971,37.7,NORMAL,False,NORMAL,5/20/2026 4:52,5
6f7e3074-6af4-463d-8dc8-d7e6d5d1a53e,TPC1905857,CON543912,SS_007,FDR_05,Pune,Y,227.79,69.85,50.128,14.479,0.91,53.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
b29b03e7-9b4c-4b7d-95dd-0e72f49269c5,TPC8104804,CON729266,SS_007,FDR_03,Mumbai_South,R,232.14,22.6,49.894,4.706,0.897,48.7,NORMAL,False,NORMAL,5/20/2026 4:52,5
fbda4575-8af3-4e43-b00d-50508f234027,TPC3755789,CON718926,SS_017,FDR_01,Mumbai_South,Y,230.8,55.0,50.004,11.323,0.892,48.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
9e29e022-4b44-47d9-9d20-bee32c766d9f,TPC6518884,CON384305,SS_002,FDR_09,Lonavala,R,234.3,35.85,49.919,8.215,0.978,37.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
bc76571e-ab34-49a9-bb0b-22136178f5c5,TPC9854472,CON785212,SS_020,FDR_07,Mumbai_North,R,228.05,29.19,50.145,5.945,0.893,43.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
25450f7a-fc29-4010-8210-72b495f589bc,TPC2380723,CON563350,SS_011,FDR_08,Mumbai_South,RYB,409.36,54.46,50.114,37.262,0.965,51.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
c36cae3f-abdb-40bf-aadc-a536359f2498,TPC7357071,CON983686,SS_015,FDR_08,Mumbai_North,Y,227.22,40.69,50.033,7.988,0.864,40.6,NORMAL,False,NORMAL,5/20/2026 4:52,5
5772aaa5-61bb-4d03-8f8b-b85788e8011a,TPC5404234,CON547750,SS_016,FDR_06,Lonavala,R,228.5,17.9,50.137,3.812,0.932,35.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
84a274d9-7ff8-49b6-8a51-80b4e5693ffe,TPC9023408,CON544962,SS_013,FDR_08,Mumbai_North,RYB,408.6,75.33,50.097,49.687,0.932,57.2,NORMAL,False,NORMAL,5/20/2026 4:52,5
f6ece533-3762-4329-a834-b6e813e0a168,TPC8224201,CON193542,SS_010,FDR_02,Nashik,RYB,400.01,29.24,50.147,18.557,0.916,33.1,NORMAL,False,NORMAL,5/20/2026 4:52,5
cfd1816c-4536-48a9-95af-6df807aa7daf,TPC4396257,CON877819,SS_017,FDR_04,Nashik,RYB,412.37,34.42,49.994,23.798,0.968,48.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
f68aced5-4603-4ed5-b277-a0a0648f33f2,TPC7629850,CON551542,SS_019,FDR_02,Nashik,B,222.78,57.06,49.886,11.415,0.898,34.1,NORMAL,False,NORMAL,5/20/2026 4:52,5
ab748af1-d3d9-4714-b813-779ee0795125,TPC8612639,CON489531,SS_011,FDR_07,Mumbai_South,Y,230.3,11.7,50.132,2.552,0.947,47.3,NORMAL,False,NORMAL,5/20/2026 4:52,5
67288e57-8099-431b-b989-44079f6a01c0,TPC3038027,CON410412,SS_008,FDR_02,Mumbai_South,B,237.03,51.29,50.021,10.759,0.885,45.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
8fcf6355-1855-498c-ae26-0c98b015b08e,TPC8446086,CON745849,SS_005,FDR_07,Mumbai_South,R,233.3,62.28,49.972,13.978,0.962,50.2,NORMAL,False,NORMAL,5/20/2026 4:52,5
38571110-3af7-4ae6-8cfe-2fdfe43b4a4f,TPC1457949,CON300984,SS_011,FDR_01,Nashik,Y,203.94,24.51,49.895,4.479,0.896,57.5,VOLTAGE_SAG,True,MEDIUM,5/20/2026 4:52,5
c7799994-cff4-4d29-aa09-765f46cf10b9,TPC1062679,CON710288,SS_011,FDR_04,Lonavala,B,229.62,13.24,49.901,2.764,0.909,32.3,NORMAL,False,NORMAL,5/20/2026 4:52,5
886cd157-d3a7-409a-910c-3b984ce29e62,TPC9557207,CON544076,SS_014,FDR_01,Pune,R,224.49,40.18,50.049,8.289,0.919,34.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
31130b9a-f943-4a31-a7af-8ed8c5fc3256,TPC6406294,CON507291,SS_009,FDR_04,Mumbai_North,RYB,484.1,26.42,50.09,20.513,0.926,67.3,VOLTAGE_SPIKE,True,HIGH,5/20/2026 4:52,5
bc8b8ef5-a8fe-44a7-bb24-9c9d97dddc65,TPC2599885,CON626447,SS_010,FDR_06,Nashik,Y,230.15,10.67,49.897,2.387,0.972,53.6,NORMAL,False,NORMAL,5/20/2026 4:52,5
6601688a-22f3-436f-a288-08a70ddaecfb,TPC4923067,CON720405,SS_002,FDR_03,Mumbai_South,B,230.69,44.06,50.12,8.863,0.872,54.4,NORMAL,False,NORMAL,5/20/2026 4:52,5
75e22c36-c106-45a4-b1da-a6123e934341,TPC4317822,CON411863,SS_001,FDR_01,Lonavala,B,227.15,46.91,49.889,9.782,0.918,54.4,NORMAL,False,NORMAL,5/20/2026 4:52,5
39ad979e-0c8d-4c54-8e8f-a8d09c797da7,TPC5519248,CON897595,SS_001,FDR_10,Pune,R,235.45,58.68,50.138,12.821,0.928,40.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
c15d248a-4be1-43da-833c-7d5ded42e461,TPC8523582,CON604582,SS_017,FDR_04,Lonavala,B,274.95,46.34,49.961,11.174,0.877,65.6,VOLTAGE_SPIKE,True,HIGH,5/20/2026 4:52,5
cbb50dbf-a29f-46b9-a821-a47e817193b4,TPC7757293,CON155663,SS_012,FDR_06,Nashik,RYB,395.98,63.17,50.142,38.69,0.893,34.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
2154ccde-b21b-40b3-a2a0-5cd37e43a48e,TPC1577699,CON905427,SS_007,FDR_05,Nashik,B,224.98,12.65,49.939,2.621,0.921,39.7,NORMAL,False,NORMAL,5/20/2026 4:52,5
3fbf40f0-d000-4666-a2b3-666a22a0b0a4,TPC1012672,CON847685,SS_007,FDR_07,Mumbai_South,B,221.86,51.17,50.056,9.968,0.878,42.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
ec5e33a8-45ce-48f8-8aae-0c28a57ae776,TPC3791038,CON607869,SS_014,FDR_07,Nashik,RYB,397.27,36.53,49.939,21.868,0.87,36.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
6348894d-fa7e-42ab-80b3-9a4b00e5d296,TPC2376234,CON654399,SS_006,FDR_06,Lonavala,RYB,401.79,18.94,49.952,11.823,0.897,41.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
de2ef7f6-5886-4a3a-a6fe-25a9b1c5818d,TPC2991706,CON731226,SS_003,FDR_07,Nashik,Y,228.73,35.84,49.986,7.517,0.917,52.3,NORMAL,False,NORMAL,5/20/2026 4:52,5
dec2f704-9e86-4f0e-89da-0738bf7337e8,TPC2510425,CON442533,SS_005,FDR_02,Pune,Y,222.74,61.41,50.147,12.461,0.911,45.2,NORMAL,False,NORMAL,5/20/2026 4:52,5
7ce572f8-fb96-4780-9112-1c135abc06b1,TPC3187200,CON863421,SS_011,FDR_06,Lonavala,Y,223.04,35.18,51.296,6.772,0.863,63.7,FREQ_DEVIATION,True,HIGH,5/20/2026 4:52,5
5df992a8-c011-44e0-9733-dc2ce2b688ab,TPC3490315,CON971885,SS_020,FDR_06,Mumbai_South,RYB,410.68,43.47,49.934,29.251,0.946,46.6,NORMAL,False,NORMAL,5/20/2026 4:52,5
ab0876e4-de71-44f0-9435-888a4dfddd33,TPC1827579,CON722015,SS_011,FDR_08,Pune,B,236.55,28.77,50.039,5.941,0.873,54.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
67e86b05-9c24-4330-906a-bc9138a21746,TPC2132614,CON905324,SS_012,FDR_10,Pune,R,228.65,48.02,50.066,9.937,0.905,56.2,NORMAL,False,NORMAL,5/20/2026 4:52,5
5e6f5352-ff21-4ce4-a45d-9acc4ea28621,TPC6135307,CON115590,SS_017,FDR_08,Pune,R,225.96,37.74,50.121,7.846,0.92,52.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
036b973d-e934-413e-996d-e754aa43fd93,TPC2456190,CON847870,SS_012,FDR_09,Mumbai_South,RYB,416.2,2.69,49.926,1.705,0.879,50.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
f26d6408-2233-40bc-9dd4-e226a81b1580,TPC6414432,CON420799,SS_008,FDR_10,Mumbai_North,Y,223.91,14.76,50.082,2.965,0.897,34.3,NORMAL,False,NORMAL,5/20/2026 4:52,5
a585f02a-cedd-4f6f-a507-c44a42da8e13,TPC8649057,CON892807,SS_017,FDR_04,Pune,B,235.83,39.22,49.951,8.768,0.948,49.1,NORMAL,False,NORMAL,5/20/2026 4:52,5
1146d4b7-7744-4041-bf44-c692b27c8995,TPC6512462,CON342832,SS_009,FDR_05,Mumbai_North,R,238.62,68.03,49.996,14.204,0.875,47.3,NORMAL,False,NORMAL,5/20/2026 4:52,5
cefbe5d3-48ab-45ba-b9b0-0d38ca48c8c3,TPC7603292,CON798990,SS_015,FDR_06,Lonavala,RYB,413.73,46.15,50.026,30.194,0.913,42.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
be010dc5-8dee-4c8d-bc7d-5751e576b0c4,TPC2577754,CON898366,SS_006,FDR_09,Pune,R,221.02,41.16,49.866,7.933,0.872,44.7,NORMAL,False,NORMAL,5/20/2026 4:52,5
989a7006-3882-41df-8b47-139aac2d01a0,TPC7947783,CON357047,SS_012,FDR_10,Pune,RYB,419.37,36.06,50.66,24.621,0.94,69.6,FREQ_DEVIATION,True,MEDIUM,5/20/2026 4:52,5
e695dafa-a88a-4874-b871-0c9a03b7e671,TPC6628196,CON371719,SS_017,FDR_09,Lonavala,R,228.18,52.46,50.072,11.156,0.932,49.3,NORMAL,False,NORMAL,5/20/2026 4:52,5
b26f5f37-5d95-477b-812d-a48aa8658123,TPC9331732,CON880451,SS_018,FDR_04,Mumbai_South,Y,271.86,29.67,49.992,7.114,0.882,67.0,VOLTAGE_SPIKE,True,HIGH,5/20/2026 4:52,5
f76153dc-2da4-4be8-b4d1-e4c331177815,TPC8105660,CON438406,SS_020,FDR_10,Mumbai_South,R,227.87,20.81,49.983,4.382,0.924,56.6,NORMAL,False,NORMAL,5/20/2026 4:52,5
8ad77219-81ba-4281-814e-8e1bff7fa15a,TPC4999895,CON455924,SS_001,FDR_10,Pune,R,235.19,12.05,50.006,2.613,0.922,46.4,NORMAL,False,NORMAL,5/20/2026 4:52,5
79919e44-882a-4302-8cf5-5da54aa0b55d,TPC7808670,CON981050,SS_017,FDR_09,Mumbai_South,R,227.32,53.5,49.93,11.408,0.938,51.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
c6b880e0-b2f5-44ee-9b42-81cbd274303a,TPC5844043,CON153367,SS_013,FDR_03,Pune,Y,235.37,66.87,49.939,13.725,0.872,53.6,NORMAL,False,NORMAL,5/20/2026 4:52,5
23a0fa69-8eca-45eb-ab6c-a262aaa354d3,TPC9324324,CON529906,SS_004,FDR_01,Mumbai_North,R,220.24,51.4,50.039,10.052,0.888,46.2,NORMAL,False,NORMAL,5/20/2026 4:52,5
396d0cd4-fabd-423c-9729-2321b2a7c37d,TPC2994385,CON618516,SS_004,FDR_02,Pune,B,239.46,9.1,50.112,2.018,0.926,38.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
95174d1d-ad9c-45fe-bf1a-9cb8836ff5eb,TPC4089902,CON603903,SS_017,FDR_01,Mumbai_North,B,221.68,73.7,50.048,15.063,0.922,35.1,NORMAL,False,NORMAL,5/20/2026 4:52,5
4c643a6f-b55f-4556-a0ab-5e30c6eb622d,TPC3850638,CON507420,SS_013,FDR_04,Mumbai_North,RYB,397.48,20.84,49.945,12.913,0.9,57.4,NORMAL,False,NORMAL,5/20/2026 4:52,5
e219c50b-b7dc-45e7-8fe8-89b306bf4b04,TPC3990890,CON362862,SS_004,FDR_03,Lonavala,Y,236.11,68.45,50.134,15.047,0.931,49.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
5da108a4-c620-4152-80b2-5f5da6ad205d,TPC1604919,CON219158,SS_020,FDR_07,Pune,RYB,414.64,23.41,49.896,14.845,0.883,34.7,NORMAL,False,NORMAL,5/20/2026 4:52,5
3bca8209-2a5e-45f5-9d2c-c1f1b3295a93,TPC6669536,CON506220,SS_018,FDR_03,Pune,Y,236.71,44.06,49.937,9.699,0.93,59.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
4e806486-5398-4df6-949e-1943d3b1a6cf,TPC3026158,CON867889,SS_002,FDR_07,Mumbai_South,Y,229.59,60.63,49.9,12.013,0.863,50.3,NORMAL,False,NORMAL,5/20/2026 4:52,5
2938781f-b0e2-4fee-8b03-e656739e4ce3,TPC8054553,CON672433,SS_012,FDR_08,Nashik,Y,226.28,32.35,49.938,6.852,0.936,54.8,NORMAL,False,NORMAL,5/20/2026 4:52,5
8d03ba06-c9bd-4f86-b036-4a09e0635d03,TPC1987536,CON578456,SS_020,FDR_03,Nashik,B,261.04,23.6,50.056,5.477,0.889,68.5,VOLTAGE_SPIKE,True,HIGH,5/20/2026 4:52,5
aae765e9-c2fd-49b0-ad5b-6ca167f41273,TPC8183812,CON153254,SS_013,FDR_03,Mumbai_North,B,234.98,40.27,50.085,8.469,0.895,34.2,NORMAL,False,NORMAL,5/20/2026 4:52,5
518e7d47-1657-4747-afaa-713fb86485e3,TPC2070585,CON493300,SS_005,FDR_08,Mumbai_North,Y,237.02,14.58,50.093,3.114,0.901,44.3,NORMAL,False,NORMAL,5/20/2026 4:52,5
51bb21ea-f97d-4cc9-9388-fcaa5128b8b8,TPC7286603,CON591761,SS_003,FDR_01,Mumbai_South,B,233.72,79.09,50.029,16.766,0.907,57.7,NORMAL,False,NORMAL,5/20/2026 4:52,5
1f73bb8a-a27b-4089-9e37-fd1011b9fb99,TPC9852775,CON258936,SS_002,FDR_08,Mumbai_South,R,233.52,6.35,49.988,1.425,0.961,53.9,NORMAL,False,NORMAL,5/20/2026 4:52,5
0b2c7457-2384-4c7d-86ff-7a37af4d46d4,TPC4880484,CON512730,SS_017,FDR_02,Nashik,R,237.26,65.42,49.887,15.04,0.969,36.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
da7e680e-e187-44a0-81cf-5a7a868428bd,TPC3793922,CON543407,SS_016,FDR_03,Nashik,Y,234.14,72.08,50.019,16.421,0.973,47.7,NORMAL,False,NORMAL,5/20/2026 4:52,5
95fa4c63-70c0-48f6-affe-545a79e9c69a,TPC9253272,CON625877,SS_018,FDR_03,Pune,B,235.85,67.1,50.086,14.987,0.947,42.7,NORMAL,False,NORMAL,5/20/2026 4:52,5
c62d075a-d7bc-4e7d-8400-2b4c2343d570,TPC1283120,CON650308,SS_009,FDR_04,Lonavala,Y,231.94,41.74,50.127,8.8,0.909,57.5,NORMAL,False,NORMAL,5/20/2026 4:52,5
949af31f-a8c4-45a6-b561-f95aeb7b5492,TPC5003953,CON213084,SS_014,FDR_03,Lonavala,B,239.21,59.08,49.956,12.408,0.878,37.0,NORMAL,False,NORMAL,5/20/2026 4:52,5
