event_id,meter_id,consumer_no,substation,feeder_id,zone,phase,voltage_v,current_a,frequency_hz,power_kw,power_factor,temperature_c,event_type,is_anomaly,severity,event_ts,batch_id
4074eb86-6bc6-4aa1-af48-de2eebb89d99,TPC2892223,CON453082,SS_020,FDR_04,Mumbai_North,B,227.7,29.92,49.872,6.527,0.958,44.9,NORMAL,False,NORMAL,5/20/2026 4:46,4
0d4c091c-2c3a-4b24-a39e-fb41fc88b3c7,TPC9209458,CON532626,SS_011,FDR_01,Lonavala,RYB,411.98,11.13,50.017,7.108,0.895,47.5,NORMAL,False,NORMAL,5/20/2026 4:46,4
06934fe1-774a-43e0-b570-a1f3c0138b9b,TPC1075882,CON764265,SS_002,FDR_02,Mumbai_North,R,229.14,31.54,49.912,6.678,0.924,41.1,NORMAL,False,NORMAL,5/20/2026 4:46,4
513496c2-1b23-4cf6-9cf7-e8488306ee18,TPC3708801,CON994272,SS_018,FDR_02,Lonavala,RYB,417.52,61.61,49.866,39.787,0.893,44.8,NORMAL,False,NORMAL,5/20/2026 4:46,4
957f1e1b-99c7-4771-94c6-3adcfa3289cb,TPC8950357,CON332986,SS_002,FDR_10,Nashik,Y,238.19,54.7,49.868,12.547,0.963,50.0,NORMAL,False,NORMAL,5/20/2026 4:46,4
fd94380f-9a83-4a7c-9def-d4e3d72f1052,TPC1333485,CON778334,SS_009,FDR_07,Pune,Y,225.8,18.28,50.089,3.921,0.95,41.1,NORMAL,False,NORMAL,5/20/2026 4:46,4
6c3ec98e-2cee-45ed-be09-b8eacabbb578,TPC9041811,CON395253,SS_016,FDR_06,Nashik,R,256.81,48.75,49.95,11.48,0.917,69.7,VOLTAGE_SPIKE,True,HIGH,5/20/2026 4:46,4
a73f722f-9463-4040-a5f8-5683bf91e4fa,TPC7011017,CON172876,SS_002,FDR_05,Nashik,RYB,416.79,40.72,49.999,26.427,0.899,49.7,NORMAL,False,NORMAL,5/20/2026 4:46,4
942d9e38-23ee-4fb9-8eda-bc87de8bae47,TPC4028789,CON678885,SS_014,FDR_01,Pune,B,227.67,68.68,50.06,13.885,0.888,56.8,NORMAL,False,NORMAL,5/20/2026 4:46,4
8e45ea75-2395-4659-8e57-636ccce99cff,TPC9741172,CON820921,SS_010,FDR_02,Mumbai_South,RYB,406.2,36.99,49.964,25.036,0.962,55.0,NORMAL,False,NORMAL,5/20/2026 4:46,4
86c79aa3-b1af-429a-9a32-a66ae68b4e4c,TPC9994816,CON335072,SS_013,FDR_02,Pune,R,227.96,4.69,49.925,1.008,0.943,40.8,NORMAL,False,NORMAL,5/20/2026 4:46,4
ae43ed83-fdf2-4918-8f8f-05847e1f91ce,TPC7252666,CON361085,SS_019,FDR_05,Nashik,B,234.76,41.1,50.104,9.272,0.961,52.2,NORMAL,False,NORMAL,5/20/2026 4:46,4
cb278c6a-372f-4835-a9ac-9c25e705f4d0,TPC9900099,CON356725,SS_016,FDR_06,Mumbai_North,R,223.51,77.83,50.006,16.108,0.926,40.3,NORMAL,False,NORMAL,5/20/2026 4:46,4
826ef9af-e062-44f4-b2c9-62e3f20ade7e,TPC9698901,CON793759,SS_006,FDR_07,Nashik,Y,235.05,18.91,50.095,4.196,0.944,59.9,NORMAL,False,NORMAL,5/20/2026 4:46,4
7718492d-90a7-4eda-ba77-3cc0c851574b,TPC4601907,CON346815,SS_013,FDR_05,Pune,B,223.27,52.38,49.977,11.356,0.971,49.4,NORMAL,False,NORMAL,5/20/2026 4:46,4
2e71c735-b8ec-4aab-819e-d3130d4b497f,TPC5609032,CON897970,SS_013,FDR_03,Mumbai_North,R,234.94,16.55,50.009,3.772,0.97,54.1,NORMAL,False,NORMAL,5/20/2026 4:46,4
c014f0e2-56ea-4d11-b0c0-17b4bbd521d3,TPC3272693,CON569763,SS_006,FDR_02,Mumbai_South,Y,222.31,43.69,50.144,8.586,0.884,53.4,NORMAL,False,NORMAL,5/20/2026 4:46,4
719b0bbd-be98-4dc5-abb2-9d205d39b65e,TPC2353349,CON370877,SS_016,FDR_02,Pune,R,220.38,75.27,50.082,15.676,0.945,38.6,NORMAL,False,NORMAL,5/20/2026 4:46,4
45d34d51-55fe-4d94-a284-73f2f768e907,TPC4804647,CON777096,SS_013,FDR_03,Mumbai_North,Y,221.16,45.17,50.016,8.731,0.874,38.5,NORMAL,False,NORMAL,5/20/2026 4:46,4
c4e48a4d-b6fa-43f6-be50-47ff14a9dc37,TPC9889218,CON847896,SS_015,FDR_02,Mumbai_North,R,238.3,3.51,50.142,0.759,0.907,45.3,NORMAL,False,NORMAL,5/20/2026 4:46,4
9cce304a-04ed-4241-bfcc-79597d735661,TPC5948982,CON405584,SS_008,FDR_07,Mumbai_North,R,233.47,48.27,49.995,10.199,0.905,38.8,NORMAL,False,NORMAL,5/20/2026 4:46,4
38c09510-7a69-4b91-bc6a-d4f96f84e226,TPC6065422,CON554519,SS_018,FDR_08,Lonavala,B,221.19,75.28,49.928,15.369,0.923,46.6,NORMAL,False,NORMAL,5/20/2026 4:46,4
901034bb-de25-4131-ac36-dc25cf81dbd1,TPC2276524,CON902388,SS_017,FDR_04,Nashik,B,225.4,31.0,49.997,6.219,0.89,56.2,NORMAL,False,NORMAL,5/20/2026 4:46,4
89aeb576-9e82-459d-9d63-66d1a385fa72,TPC1643278,CON276114,SS_017,FDR_02,Pune,Y,228.47,9.49,50.015,2.014,0.929,40.2,NORMAL,False,NORMAL,5/20/2026 4:46,4
